Nazwa urzadzenia,Cena (zł),Ocena,Liczba ocen,Czy dostepny,Typ urzadzenia,Sklep,Data
Technics EAH-A800E-K czarne,1199,,0,1,Słuchawki (nauszne),Komputronik,2024-09-24
Soundcore Liberty 4 NC Czarne,319,5,2,1,Słuchawki (dokanałowe),Komputronik,2024-09-24
Sony WHCH720 Czarne,389,5,21,1,Słuchawki (nauszne),Komputronik,2024-09-24
Samsung Galaxy Tab A9 8.7 128GB szary (X110),799,5,5,0,Tablet,Komputronik,2024-09-24
Huawei MatePad 11.5'' S WiFi 8/256GB szary + klawiatura + rysik,1999,5,2,1,Tablet,Komputronik,2024-09-24
Apple iPad 10.2'' A13 Wi-Fi 64GB Gwiezdna Szarość (9.gen),1649,5,7,1,Tablet,Komputronik,2024-09-24
Lenovo TAB P11 2nd Gen (TB350FU) 6/128GB WiFi (ZABF0355PL) szary,999,4.95,10,1,Tablet,Komputronik,2024-09-24
Lenovo Yoga Tab 13 (YT-K606F) 8/128GB WiFi (ZA8E0027PL) czarny,1499,,0,1,Tablet,Komputronik,2024-09-24
Xiaomi Redmi Pad Pro 8/256GB WiFi Graphite Gray,1372,,0,1,Tablet,Komputronik,2024-09-24
LG 27UN880P-B - 27'' | IPS | 4K | HDR,1649,5,1,1,Monitor,Komputronik,2024-09-24
iiyama G-Master GB2470HSU-B5 Red Eagle - 23.8'' | Fast IPS | Full HD | 0.8ms | 165Hz,739,5,3,1,Monitor,Komputronik,2024-09-24
iiyama G-Master GB2770QSU-B5 Red Eagle - 27'' | Fast IPS | QHD | 0.5ms | 165Hz | HDR,1272,5,4,1,Monitor,Komputronik,2024-09-24
Samsung Odyssey G30A LS27AG300NRXEN - 27'' | VA | Full HD | 1ms | 144Hz,645,4.85,20,1,Monitor,Komputronik,2024-09-24
ASUS VY279HGE - 27'' | IPS | Full HD | 1ms | 144Hz,749,5,4,1,Monitor,Komputronik,2024-09-24
Xiaomi A27i - 27'' | IPS | Full HD | 100Hz,438,5,1,1,Monitor,Komputronik,2024-09-24
Samsung Galaxy Buds3 Srebrne,749,,0,1,Słuchawki (douszne),Komputronik,2024-09-25
Apple AirPods 3 gen (Lightning Charging Case),779,5,1,1,Słuchawki (douszne),Komputronik,2024-09-25
Apple AirPods Pro 2 gen MagSafe USB-C,1099,4.86,7,1,Słuchawki (dokanałowe),Komputronik,2024-09-25
Apple AirPods 2 gen,509,5,15,1,Słuchawki (douszne),Komputronik,2024-09-25
JBL Tune 770 BT NC Czarny,349,5,4,0,Słuchawki (nauszne),Komputronik,2024-09-25
JBL Tune 520 BT Czarne,169,4.92,6,1,Słuchawki (nauszne),Komputronik,2024-09-25
Technics EAH-A800E-K czarne,1199,,0,1,Słuchawki (nauszne),Komputronik,2024-09-25
Soundcore Liberty 4 NC Czarne,319,5,2,1,Słuchawki (dokanałowe),Komputronik,2024-09-25
Sony WHCH720 Czarne,399,5,21,1,Słuchawki (nauszne),Komputronik,2024-09-25
Samsung Galaxy Tab A9 8.7 128GB szary (X110),799,5,5,0,Tablet,Komputronik,2024-09-25
Huawei MatePad 11.5'' S WiFi 8/256GB szary + klawiatura + rysik,1999,5,2,1,Tablet,Komputronik,2024-09-25
Apple iPad 10.2'' A13 Wi-Fi 64GB Gwiezdna Szarość (9.gen),1599,5,7,1,Tablet,Komputronik,2024-09-25
Lenovo TAB P11 2nd Gen (TB350FU) 6/128GB WiFi (ZABF0355PL) szary,999,4.95,10,1,Tablet,Komputronik,2024-09-25
Lenovo Yoga Tab 13 (YT-K606F) 8/128GB WiFi (ZA8E0027PL) czarny,1499,,0,1,Tablet,Komputronik,2024-09-25
Xiaomi Redmi Pad Pro 8/256GB WiFi Graphite Gray,1299,,0,1,Tablet,Komputronik,2024-09-25
LG 27UN880P-B - 27'' | IPS | 4K | HDR,1639,5,1,1,Monitor,Komputronik,2024-09-25
iiyama G-Master GB2470HSU-B5 Red Eagle - 23.8'' | Fast IPS | Full HD | 0.8ms | 165Hz,739,5,3,1,Monitor,Komputronik,2024-09-25
iiyama G-Master GB2770QSU-B5 Red Eagle - 27'' | Fast IPS | QHD | 0.5ms | 165Hz | HDR,1272,5,4,1,Monitor,Komputronik,2024-09-25
Samsung Odyssey G30A LS27AG300NRXEN - 27'' | VA | Full HD | 1ms | 144Hz,645,4.85,20,1,Monitor,Komputronik,2024-09-25
ASUS VY279HGE - 27'' | IPS | Full HD | 1ms | 144Hz,749,5,4,1,Monitor,Komputronik,2024-09-25
Xiaomi A27i - 27'' | IPS | Full HD | 100Hz,438,5,1,1,Monitor,Komputronik,2024-09-25
Samsung Galaxy Buds3 Srebrne,749,,0,1,Słuchawki (douszne),Komputronik,2024-09-26
Apple AirPods 3 gen (Lightning Charging Case),779,5,1,1,Słuchawki (douszne),Komputronik,2024-09-26
Apple AirPods Pro 2 gen MagSafe USB-C,1099,4.86,7,1,Słuchawki (dokanałowe),Komputronik,2024-09-26
Apple AirPods 2 gen,509,5,15,1,Słuchawki (douszne),Komputronik,2024-09-26
JBL Tune 770 BT NC Czarny,349,5,4,1,Słuchawki (nauszne),Komputronik,2024-09-26
JBL Tune 520 BT Czarne,169,4.92,6,1,Słuchawki (nauszne),Komputronik,2024-09-26
Technics EAH-A800E-K czarne,1199,,0,1,Słuchawki (nauszne),Komputronik,2024-09-26
Soundcore Liberty 4 NC Czarne,319,5,2,1,Słuchawki (dokanałowe),Komputronik,2024-09-26
Sony WHCH720 Czarne,399,5,21,1,Słuchawki (nauszne),Komputronik,2024-09-26
Samsung Galaxy Tab A9 8.7 128GB szary (X110),799,5,5,1,Tablet,Komputronik,2024-09-26
Huawei MatePad 11.5'' S WiFi 8/256GB szary + klawiatura + rysik,1999,5,2,1,Tablet,Komputronik,2024-09-26
Apple iPad 10.2'' A13 Wi-Fi 64GB Gwiezdna Szarość (9.gen),1649,5,7,1,Tablet,Komputronik,2024-09-26
Lenovo TAB P11 2nd Gen (TB350FU) 6/128GB WiFi (ZABF0355PL) szary,999,4.95,10,1,Tablet,Komputronik,2024-09-26
Lenovo Yoga Tab 13 (YT-K606F) 8/128GB WiFi (ZA8E0027PL) czarny,1599,,0,1,Tablet,Komputronik,2024-09-26
Xiaomi Redmi Pad Pro 8/256GB WiFi Graphite Gray,1299,,0,1,Tablet,Komputronik,2024-09-26
LG 27UN880P-B - 27'' | IPS | 4K | HDR,1639,5,1,1,Monitor,Komputronik,2024-09-26
iiyama G-Master GB2470HSU-B5 Red Eagle - 23.8'' | Fast IPS | Full HD | 0.8ms | 165Hz,739,5,3,1,Monitor,Komputronik,2024-09-26
iiyama G-Master GB2770QSU-B5 Red Eagle - 27'' | Fast IPS | QHD | 0.5ms | 165Hz | HDR,1272,5,4,1,Monitor,Komputronik,2024-09-26
Samsung Odyssey G30A LS27AG300NRXEN - 27'' | VA | Full HD | 1ms | 144Hz,645,4.85,20,1,Monitor,Komputronik,2024-09-26
ASUS VY279HGE - 27'' | IPS | Full HD | 1ms | 144Hz,749,5,4,1,Monitor,Komputronik,2024-09-26
Xiaomi A27i - 27'' | IPS | Full HD | 100Hz,438,5,1,1,Monitor,Komputronik,2024-09-26
Samsung Galaxy Buds3 Srebrne,749,,0,1,Słuchawki (douszne),Komputronik,2024-09-27
Apple AirPods 3 gen (Lightning Charging Case),779,5,1,1,Słuchawki (douszne),Komputronik,2024-09-27
Apple AirPods Pro 2 gen MagSafe USB-C,1099,4.86,7,1,Słuchawki (dokanałowe),Komputronik,2024-09-27
Apple AirPods 2 gen,509,5,15,1,Słuchawki (douszne),Komputronik,2024-09-27
JBL Tune 770 BT NC Czarny,349,5,4,1,Słuchawki (nauszne),Komputronik,2024-09-27
JBL Tune 520 BT Czarne,169,4.92,6,1,Słuchawki (nauszne),Komputronik,2024-09-27
Technics EAH-A800E-K czarne,1199,,0,1,Słuchawki (nauszne),Komputronik,2024-09-27
Soundcore Liberty 4 NC Czarne,319,5,2,1,Słuchawki (dokanałowe),Komputronik,2024-09-27
Sony WHCH720 Czarne,399,5,21,1,Słuchawki (nauszne),Komputronik,2024-09-27
Samsung Galaxy Tab A9 8.7 128GB szary (X110),799,5,5,1,Tablet,Komputronik,2024-09-27
Huawei MatePad 11.5'' S WiFi 8/256GB szary + klawiatura + rysik,1999,5,2,1,Tablet,Komputronik,2024-09-27
Apple iPad 10.2'' A13 Wi-Fi 64GB Gwiezdna Szarość (9.gen),1649,5,7,1,Tablet,Komputronik,2024-09-27
Lenovo TAB P11 2nd Gen (TB350FU) 6/128GB WiFi (ZABF0355PL) szary,999,4.95,10,1,Tablet,Komputronik,2024-09-27
Lenovo Yoga Tab 13 (YT-K606F) 8/128GB WiFi (ZA8E0027PL) czarny,1599,,0,1,Tablet,Komputronik,2024-09-27
Xiaomi Redmi Pad Pro 8/256GB WiFi Graphite Gray,1299,,0,1,Tablet,Komputronik,2024-09-27
LG 27UN880P-B - 27'' | IPS | 4K | HDR,1639,5,1,1,Monitor,Komputronik,2024-09-27
iiyama G-Master GB2470HSU-B5 Red Eagle - 23.8'' | Fast IPS | Full HD | 0.8ms | 165Hz,739,5,3,1,Monitor,Komputronik,2024-09-27
iiyama G-Master GB2770QSU-B5 Red Eagle - 27'' | Fast IPS | QHD | 0.5ms | 165Hz | HDR,1272,5,4,1,Monitor,Komputronik,2024-09-27
Samsung Odyssey G30A LS27AG300NRXEN - 27'' | VA | Full HD | 1ms | 144Hz,645,4.85,20,1,Monitor,Komputronik,2024-09-27
ASUS VY279HGE - 27'' | IPS | Full HD | 1ms | 144Hz,749,5,4,1,Monitor,Komputronik,2024-09-27
Xiaomi A27i - 27'' | IPS | Full HD | 100Hz,438,5,1,1,Monitor,Komputronik,2024-09-27
Samsung Galaxy Buds3 Srebrne,749,,0,1,Słuchawki (douszne),Komputronik,2024-09-28
Apple AirPods 3 gen (Lightning Charging Case),779,5,1,1,Słuchawki (douszne),Komputronik,2024-09-28
Apple AirPods Pro 2 gen MagSafe USB-C,1099,4.86,7,1,Słuchawki (dokanałowe),Komputronik,2024-09-28
Apple AirPods 2 gen,509,5,15,1,Słuchawki (douszne),Komputronik,2024-09-28
JBL Tune 770 BT NC Czarny,293,5,4,1,Słuchawki (nauszne),Komputronik,2024-09-28
JBL Tune 520 BT Czarne,169,4.92,6,1,Słuchawki (nauszne),Komputronik,2024-09-28
Technics EAH-A800E-K czarne,1199,,0,1,Słuchawki (nauszne),Komputronik,2024-09-28
Soundcore Liberty 4 NC Czarne,319,5,2,1,Słuchawki (dokanałowe),Komputronik,2024-09-28
Sony WHCH720 Czarne,399,5,21,1,Słuchawki (nauszne),Komputronik,2024-09-28
Samsung Galaxy Tab A9 8.7 128GB szary (X110),799,5,5,1,Tablet,Komputronik,2024-09-28
Huawei MatePad 11.5'' S WiFi 8/256GB szary + klawiatura + rysik,1999,5,2,1,Tablet,Komputronik,2024-09-28
Apple iPad 10.2'' A13 Wi-Fi 64GB Gwiezdna Szarość (9.gen),1599,5,7,1,Tablet,Komputronik,2024-09-28
Lenovo TAB P11 2nd Gen (TB350FU) 6/128GB WiFi (ZABF0355PL) szary,999,4.95,10,1,Tablet,Komputronik,2024-09-28
Lenovo Yoga Tab 13 (YT-K606F) 8/128GB WiFi (ZA8E0027PL) czarny,1499,,0,1,Tablet,Komputronik,2024-09-28
Xiaomi Redmi Pad Pro 8/256GB WiFi Graphite Gray,1299,,0,1,Tablet,Komputronik,2024-09-28
LG 27UN880P-B - 27'' | IPS | 4K | HDR,1639,5,1,1,Monitor,Komputronik,2024-09-28
iiyama G-Master GB2470HSU-B5 Red Eagle - 23.8'' | Fast IPS | Full HD | 0.8ms | 165Hz,739,5,3,1,Monitor,Komputronik,2024-09-28
iiyama G-Master GB2770QSU-B5 Red Eagle - 27'' | Fast IPS | QHD | 0.5ms | 165Hz | HDR,1272,5,4,1,Monitor,Komputronik,2024-09-28
Samsung Odyssey G30A LS27AG300NRXEN - 27'' | VA | Full HD | 1ms | 144Hz,645,4.85,20,1,Monitor,Komputronik,2024-09-28
ASUS VY279HGE - 27'' | IPS | Full HD | 1ms | 144Hz,749,5,4,1,Monitor,Komputronik,2024-09-28
Xiaomi A27i - 27'' | IPS | Full HD | 100Hz,438,5,1,1,Monitor,Komputronik,2024-09-28
Samsung Galaxy Buds3 Srebrne,749,,0,1,Słuchawki (douszne),Komputronik,2024-09-29
Apple AirPods 3 gen (Lightning Charging Case),779,5,1,1,Słuchawki (douszne),Komputronik,2024-09-29
Apple AirPods Pro 2 gen MagSafe USB-C,1099,4.86,7,1,Słuchawki (dokanałowe),Komputronik,2024-09-29
Apple AirPods 2 gen,509,5,15,1,Słuchawki (douszne),Komputronik,2024-09-29
JBL Tune 770 BT NC Czarny,293,5,4,1,Słuchawki (nauszne),Komputronik,2024-09-29
JBL Tune 520 BT Czarne,169,4.92,6,1,Słuchawki (nauszne),Komputronik,2024-09-29
Technics EAH-A800E-K czarne,1199,,0,1,Słuchawki (nauszne),Komputronik,2024-09-29
Soundcore Liberty 4 NC Czarne,319,5,2,1,Słuchawki (dokanałowe),Komputronik,2024-09-29
Sony WHCH720 Czarne,399,5,21,1,Słuchawki (nauszne),Komputronik,2024-09-29
Samsung Galaxy Tab A9 8.7 128GB szary (X110),799,5,5,0,Tablet,Komputronik,2024-09-29
Huawei MatePad 11.5'' S WiFi 8/256GB szary + klawiatura + rysik,1999,5,2,1,Tablet,Komputronik,2024-09-29
Apple iPad 10.2'' A13 Wi-Fi 64GB Gwiezdna Szarość (9.gen),1599,5,7,1,Tablet,Komputronik,2024-09-29
Lenovo TAB P11 2nd Gen (TB350FU) 6/128GB WiFi (ZABF0355PL) szary,999,4.95,10,1,Tablet,Komputronik,2024-09-29
Lenovo Yoga Tab 13 (YT-K606F) 8/128GB WiFi (ZA8E0027PL) czarny,1499,,0,1,Tablet,Komputronik,2024-09-29
Xiaomi Redmi Pad Pro 8/256GB WiFi Graphite Gray,1299,,0,1,Tablet,Komputronik,2024-09-29
LG 27UN880P-B - 27'' | IPS | 4K | HDR,1599,5,1,1,Monitor,Komputronik,2024-09-29
iiyama G-Master GB2470HSU-B5 Red Eagle - 23.8'' | Fast IPS | Full HD | 0.8ms | 165Hz,739,5,3,1,Monitor,Komputronik,2024-09-29
iiyama G-Master GB2770QSU-B5 Red Eagle - 27'' | Fast IPS | QHD | 0.5ms | 165Hz | HDR,1272,5,4,1,Monitor,Komputronik,2024-09-29
Samsung Odyssey G30A LS27AG300NRXEN - 27'' | VA | Full HD | 1ms | 144Hz,645,4.85,20,1,Monitor,Komputronik,2024-09-29
ASUS VY279HGE - 27'' | IPS | Full HD | 1ms | 144Hz,749,5,4,1,Monitor,Komputronik,2024-09-29
Xiaomi A27i - 27'' | IPS | Full HD | 100Hz,438,5,1,1,Monitor,Komputronik,2024-09-29
Samsung Galaxy Buds3 Srebrne,599,,0,1,Słuchawki (douszne),Komputronik,2024-09-30
Apple AirPods 3 gen (Lightning Charging Case),779,5,1,1,Słuchawki (douszne),Komputronik,2024-09-30
Apple AirPods Pro 2 gen MagSafe USB-C,1099,4.86,7,1,Słuchawki (dokanałowe),Komputronik,2024-09-30
Apple AirPods 2 gen,509,5,15,1,Słuchawki (douszne),Komputronik,2024-09-30
JBL Tune 770 BT NC Czarny,293,5,4,1,Słuchawki (nauszne),Komputronik,2024-09-30
JBL Tune 520 BT Czarne,169,4.92,6,1,Słuchawki (nauszne),Komputronik,2024-09-30
Technics EAH-A800E-K czarne,1199,,0,1,Słuchawki (nauszne),Komputronik,2024-09-30
Soundcore Liberty 4 NC Czarne,319,5,2,1,Słuchawki (dokanałowe),Komputronik,2024-09-30
Sony WHCH720 Czarne,399,5,21,1,Słuchawki (nauszne),Komputronik,2024-09-30
Samsung Galaxy Tab A9 8.7 128GB szary (X110),799,5,5,1,Tablet,Komputronik,2024-09-30
Huawei MatePad 11.5'' S WiFi 8/256GB szary + klawiatura + rysik,1999,5,2,1,Tablet,Komputronik,2024-09-30
Apple iPad 10.2'' A13 Wi-Fi 64GB Gwiezdna Szarość (9.gen),1599,5,7,1,Tablet,Komputronik,2024-09-30
Lenovo TAB P11 2nd Gen (TB350FU) 6/128GB WiFi (ZABF0355PL) szary,999,4.95,10,0,Tablet,Komputronik,2024-09-30
Lenovo Yoga Tab 13 (YT-K606F) 8/128GB WiFi (ZA8E0027PL) czarny,1499,,0,1,Tablet,Komputronik,2024-09-30
Xiaomi Redmi Pad Pro 8/256GB WiFi Graphite Gray,1299,,0,1,Tablet,Komputronik,2024-09-30
LG 27UN880P-B - 27'' | IPS | 4K | HDR,1599,5,1,1,Monitor,Komputronik,2024-09-30
iiyama G-Master GB2470HSU-B5 Red Eagle - 23.8'' | Fast IPS | Full HD | 0.8ms | 165Hz,739,5,3,1,Monitor,Komputronik,2024-09-30
iiyama G-Master GB2770QSU-B5 Red Eagle - 27'' | Fast IPS | QHD | 0.5ms | 165Hz | HDR,1272,5,4,1,Monitor,Komputronik,2024-09-30
Samsung Odyssey G30A LS27AG300NRXEN - 27'' | VA | Full HD | 1ms | 144Hz,645,4.85,20,1,Monitor,Komputronik,2024-09-30
ASUS VY279HGE - 27'' | IPS | Full HD | 1ms | 144Hz,749,5,4,1,Monitor,Komputronik,2024-09-30
Xiaomi A27i - 27'' | IPS | Full HD | 100Hz,438,5,1,1,Monitor,Komputronik,2024-09-30
Samsung Galaxy Buds3 Srebrne,599,,0,1,Słuchawki (douszne),Komputronik,2024-10-01
Apple AirPods 3 gen (Lightning Charging Case),779,5,1,1,Słuchawki (douszne),Komputronik,2024-10-01
Apple AirPods Pro 2 gen MagSafe USB-C,1099,4.86,7,1,Słuchawki (dokanałowe),Komputronik,2024-10-01
Apple AirPods 2 gen,509,5,15,1,Słuchawki (douszne),Komputronik,2024-10-01
JBL Tune 770 BT NC Czarny,289,5,4,1,Słuchawki (nauszne),Komputronik,2024-10-01
JBL Tune 520 BT Czarne,169,4.92,6,1,Słuchawki (nauszne),Komputronik,2024-10-01
Technics EAH-A800E-K czarne,1199,,0,1,Słuchawki (nauszne),Komputronik,2024-10-01
Soundcore Liberty 4 NC Czarne,319,5,2,1,Słuchawki (dokanałowe),Komputronik,2024-10-01
Sony WHCH720 Czarne,399,5,21,1,Słuchawki (nauszne),Komputronik,2024-10-01
Samsung Galaxy Tab A9 8.7 128GB szary (X110),799,5,6,1,Tablet,Komputronik,2024-10-01
Huawei MatePad 11.5'' S WiFi 8/256GB szary + klawiatura + rysik,1999,5,2,1,Tablet,Komputronik,2024-10-01
Apple iPad 10.2'' A13 Wi-Fi 64GB Gwiezdna Szarość (9.gen),1599,5,7,1,Tablet,Komputronik,2024-10-01
Lenovo TAB P11 2nd Gen (TB350FU) 6/128GB WiFi (ZABF0355PL) szary,1099,4.95,10,0,Tablet,Komputronik,2024-10-01
Lenovo Yoga Tab 13 (YT-K606F) 8/128GB WiFi (ZA8E0027PL) czarny,1499,,0,1,Tablet,Komputronik,2024-10-01
Xiaomi Redmi Pad Pro 8/256GB WiFi Graphite Gray,1299,,0,1,Tablet,Komputronik,2024-10-01
LG 27UN880P-B - 27'' | IPS | 4K | HDR,1639,5,1,1,Monitor,Komputronik,2024-10-01
iiyama G-Master GB2470HSU-B5 Red Eagle - 23.8'' | Fast IPS | Full HD | 0.8ms | 165Hz,739,5,3,1,Monitor,Komputronik,2024-10-01
iiyama G-Master GB2770QSU-B5 Red Eagle - 27'' | Fast IPS | QHD | 0.5ms | 165Hz | HDR,1272,5,4,1,Monitor,Komputronik,2024-10-01
Samsung Odyssey G30A LS27AG300NRXEN - 27'' | VA | Full HD | 1ms | 144Hz,645,4.85,20,1,Monitor,Komputronik,2024-10-01
ASUS VY279HGE - 27'' | IPS | Full HD | 1ms | 144Hz,749,5,4,1,Monitor,Komputronik,2024-10-01
Xiaomi A27i - 27'' | IPS | Full HD | 100Hz,438,5,1,1,Monitor,Komputronik,2024-10-01
Samsung Galaxy Buds3 Srebrne,599,,0,1,Słuchawki (douszne),Komputronik,2024-10-02
Apple AirPods 3 gen (Lightning Charging Case),778,5,1,1,Słuchawki (douszne),Komputronik,2024-10-02
Apple AirPods Pro 2 gen MagSafe USB-C,1099,4.86,7,1,Słuchawki (dokanałowe),Komputronik,2024-10-02
Apple AirPods 2 gen,503,5,15,1,Słuchawki (douszne),Komputronik,2024-10-02
JBL Tune 770 BT NC Czarny,289,5,4,1,Słuchawki (nauszne),Komputronik,2024-10-02
JBL Tune 520 BT Czarne,169,4.92,6,1,Słuchawki (nauszne),Komputronik,2024-10-02
Technics EAH-A800E-K czarne,1199,,0,1,Słuchawki (nauszne),Komputronik,2024-10-02
Soundcore Liberty 4 NC Czarne,319,5,2,1,Słuchawki (dokanałowe),Komputronik,2024-10-02
Sony WHCH720 Czarne,399,5,21,1,Słuchawki (nauszne),Komputronik,2024-10-02
Samsung Galaxy Tab A9 8.7 128GB szary (X110),799,5,6,0,Tablet,Komputronik,2024-10-02
Huawei MatePad 11.5'' S WiFi 8/256GB szary + klawiatura + rysik,2199,5,2,1,Tablet,Komputronik,2024-10-02
Apple iPad 10.2'' A13 Wi-Fi 64GB Gwiezdna Szarość (9.gen),1649,5,7,1,Tablet,Komputronik,2024-10-02
Lenovo TAB P11 2nd Gen (TB350FU) 6/128GB WiFi (ZABF0355PL) szary,1099,4.95,10,0,Tablet,Komputronik,2024-10-02
Lenovo Yoga Tab 13 (YT-K606F) 8/128GB WiFi (ZA8E0027PL) czarny,1599,,0,1,Tablet,Komputronik,2024-10-02
Xiaomi Redmi Pad Pro 8/256GB WiFi Graphite Gray,1299,,0,1,Tablet,Komputronik,2024-10-02
LG 27UN880P-B - 27'' | IPS | 4K | HDR,1629,5,1,1,Monitor,Komputronik,2024-10-02
iiyama G-Master GB2470HSU-B5 Red Eagle - 23.8'' | Fast IPS | Full HD | 0.8ms | 165Hz,739,5,3,1,Monitor,Komputronik,2024-10-02
iiyama G-Master GB2770QSU-B5 Red Eagle - 27'' | Fast IPS | QHD | 0.5ms | 165Hz | HDR,1272,5,4,1,Monitor,Komputronik,2024-10-02
Samsung Odyssey G30A LS27AG300NRXEN - 27'' | VA | Full HD | 1ms | 144Hz,645,4.85,20,1,Monitor,Komputronik,2024-10-02
ASUS VY279HGE - 27'' | IPS | Full HD | 1ms | 144Hz,749,5,4,1,Monitor,Komputronik,2024-10-02
Xiaomi A27i - 27'' | IPS | Full HD | 100Hz,438,5,1,1,Monitor,Komputronik,2024-10-02
Samsung Galaxy Buds3 Srebrne,599,,0,1,Słuchawki (douszne),Komputronik,2024-10-03
Apple AirPods 3 gen (Lightning Charging Case),778,5,1,1,Słuchawki (douszne),Komputronik,2024-10-03
Apple AirPods Pro 2 gen MagSafe USB-C,1099,4.86,7,1,Słuchawki (dokanałowe),Komputronik,2024-10-03
Apple AirPods 2 gen,501,5,15,1,Słuchawki (douszne),Komputronik,2024-10-03
JBL Tune 770 BT NC Czarny,283,5,4,1,Słuchawki (nauszne),Komputronik,2024-10-03
JBL Tune 520 BT Czarne,169,4.92,6,1,Słuchawki (nauszne),Komputronik,2024-10-03
Technics EAH-A800E-K czarne,1199,,0,1,Słuchawki (nauszne),Komputronik,2024-10-03
Soundcore Liberty 4 NC Czarne,399,5,2,1,Słuchawki (dokanałowe),Komputronik,2024-10-03
Sony WHCH720 Czarne,399,5,21,1,Słuchawki (nauszne),Komputronik,2024-10-03
Samsung Galaxy Tab A9 8.7 128GB szary (X110),799,5,6,0,Tablet,Komputronik,2024-10-03
Huawei MatePad 11.5'' S WiFi 8/256GB szary + klawiatura + rysik,2199,5,2,1,Tablet,Komputronik,2024-10-03
Apple iPad 10.2'' A13 Wi-Fi 64GB Gwiezdna Szarość (9.gen),1599,5,7,1,Tablet,Komputronik,2024-10-03
Lenovo TAB P11 2nd Gen (TB350FU) 6/128GB WiFi (ZABF0355PL) szary,1099,4.95,10,0,Tablet,Komputronik,2024-10-03
Lenovo Yoga Tab 13 (YT-K606F) 8/128GB WiFi (ZA8E0027PL) czarny,1499,,0,1,Tablet,Komputronik,2024-10-03
Xiaomi Redmi Pad Pro 8/256GB WiFi Graphite Gray,1299,,0,1,Tablet,Komputronik,2024-10-03
LG 27UN880P-B - 27'' | IPS | 4K | HDR,1649,5,1,1,Monitor,Komputronik,2024-10-03
iiyama G-Master GB2470HSU-B5 Red Eagle - 23.8'' | Fast IPS | Full HD | 0.8ms | 165Hz,739,5,3,1,Monitor,Komputronik,2024-10-03
